Ýndeks | Python Deðeri | Verilog Deðeri | Fark
30568 | 203 | 202 |   1
30569 | 188 | 186 |   2
30570 | 181 | 180 |   1
30571 | 180 | 179 |   1
30572 | 180 | 179 |   1
30573 | 180 | 179 |   1
30685 | 183 | 182 |   1
30686 | 191 | 189 |   2
30687 | 204 | 203 |   1
30694 | 254 | 253 |   1
30696 | 255 | 254 |   1
30710 | 255 | 254 |   1
30714 | 238 | 237 |   1
30715 | 230 | 229 |   1
30717 | 226 | 225 |   1
30823 | 226 | 225 |   1
30826 | 210 | 209 |   1
30827 | 200 | 199 |   1
30828 | 204 | 203 |   1
30834 | 255 | 254 |   1
30875 | 255 | 254 |   1
30880 | 254 | 253 |   1
30881 | 252 | 251 |   1
30885 | 197 | 196 |   1
30886 | 185 | 184 |   1
30887 | 180 | 179 |   1
30888 | 179 | 178 |   1
30890 | 180 | 179 |   1
30891 | 180 | 179 |   1
31002 | 180 | 179 |   1
31003 | 180 | 179 |   1
31004 | 181 | 180 |   1
31005 | 187 | 186 |   1
31006 | 199 | 198 |   1
31007 | 214 | 213 |   1
31011 | 251 | 250 |   1
31014 | 255 | 254 |   1
31029 | 254 | 253 |   1
31033 | 234 | 233 |   1
31034 | 228 | 227 |   1
31141 | 226 | 225 |   1
31143 | 215 | 214 |   1
31144 | 203 | 202 |   1
31145 | 200 | 199 |   1
31148 | 238 | 237 |   1
31152 | 255 | 254 |   1
31182 | 255 | 254 |   1
31183 | 255 | 254 |   1
31184 | 255 | 254 |   1
31185 | 255 | 254 |   1
31186 | 255 | 254 |   1
31187 | 255 | 254 |   1
31190 | 255 | 254 |   1
31191 | 255 | 254 |   1
31192 | 255 | 254 |   1
31200 | 231 | 232 |   1
31201 | 211 | 210 |   1
31202 | 192 | 191 |   1
31203 | 182 | 181 |   1
31205 | 180 | 179 |   1
31206 | 180 | 179 |   1
31207 | 180 | 179 |   1
31208 | 180 | 179 |   1
31321 | 180 | 179 |   1
31323 | 180 | 179 |   1
31324 | 185 | 184 |   1
31325 | 194 | 193 |   1
31326 | 209 | 208 |   1
31333 | 255 | 254 |   1
31334 | 255 | 254 |   1
31335 | 255 | 254 |   1
31336 | 255 | 254 |   1
31337 | 255 | 254 |   1
31347 | 254 | 253 |   1
31351 | 238 | 237 |   1
31353 | 227 | 226 |   1
31354 | 226 | 225 |   1
31355 | 226 | 225 |   1
31458 | 226 | 225 |   1
31462 | 200 | 199 |   1
31465 | 233 | 232 |   1
31468 | 253 | 252 |   1
31469 | 254 | 253 |   1
31470 | 255 | 254 |   1
31500 | 255 | 254 |   1
31505 | 255 | 254 |   1
31508 | 255 | 254 |   1
31509 | 255 | 254 |   1
31512 | 254 | 253 |   1
31518 | 206 | 205 |   1
31519 | 189 | 188 |   1
31520 | 181 | 180 |   1
31522 | 180 | 179 |   1
31523 | 180 | 179 |   1
31524 | 180 | 179 |   1
31525 | 180 | 179 |   1
31526 | 180 | 179 |   1
31639 | 180 | 179 |   1
31640 | 180 | 179 |   1
31641 | 180 | 179 |   1
31643 | 183 | 182 |   1
31644 | 191 | 190 |   1
31645 | 205 | 204 |   1
31648 | 243 | 242 |   1
31651 | 254 | 253 |   1
31652 | 254 | 253 |   1
31653 | 254 | 253 |   1
31654 | 254 | 253 |   1
31655 | 255 | 254 |   1
31664 | 255 | 254 |   1
31666 | 254 | 253 |   1
31667 | 253 | 252 |   1
31671 | 229 | 228 |   1
31672 | 226 | 225 |   1
31674 | 226 | 225 |   1
31772 | 226 | 225 |   1
31776 | 226 | 225 |   1
31779 | 201 | 200 |   1
31780 | 202 | 201 |   1
31781 | 214 | 213 |   1
31783 | 240 | 239 |   1
31784 | 248 | 247 |   1
31786 | 254 | 253 |   1
31788 | 255 | 254 |   1
31818 | 255 | 254 |   1
31823 | 255 | 254 |   1
31826 | 255 | 254 |   1
31827 | 255 | 254 |   1
31830 | 254 | 253 |   1
31831 | 253 | 252 |   1
31832 | 251 | 250 |   1
31833 | 242 | 243 |   1
31835 | 202 | 201 |   1
31836 | 186 | 185 |   1
31838 | 179 | 178 |   1
31840 | 180 | 179 |   1
31962 | 182 | 181 |   1
31963 | 188 | 187 |   1
31964 | 202 | 201 |   1
31967 | 242 | 241 |   1
31970 | 253 | 252 |   1
31974 | 255 | 254 |   1
31982 | 255 | 254 |   1
31985 | 254 | 253 |   1
31987 | 247 | 246 |   1
31990 | 227 | 226 |   1
31992 | 226 | 225 |   1
31993 | 226 | 225 |   1
31994 | 226 | 225 |   1
32090 | 226 | 225 |   1
32093 | 226 | 225 |   1
32096 | 203 | 202 |   1
32097 | 200 | 199 |   1
32099 | 223 | 222 |   1
32100 | 236 | 235 |   1
32102 | 251 | 250 |   1
32103 | 254 | 253 |   1
32104 | 255 | 254 |   1
32105 | 255 | 254 |   1
32106 | 255 | 254 |   1
32136 | 255 | 254 |   1
32141 | 255 | 254 |   1
32145 | 255 | 254 |   1
32146 | 255 | 254 |   1
32147 | 254 | 253 |   1
32148 | 253 | 252 |   1
32151 | 222 | 221 |   1
32152 | 200 | 199 |   1
32153 | 185 | 184 |   1
32154 | 180 | 179 |   1
32158 | 180 | 179 |   1
32280 | 180 | 179 |   1
32281 | 181 | 180 |   1
32282 | 187 | 186 |   1
32283 | 200 | 199 |   1
32286 | 241 | 240 |   1
32287 | 247 | 246 |   1
32288 | 251 | 250 |   1
32292 | 255 | 254 |   1
32300 | 255 | 254 |   1
32305 | 251 | 250 |   1
32306 | 246 | 245 |   1
32307 | 238 | 237 |   1
32312 | 226 | 225 |   1
32409 | 226 | 225 |   1
32410 | 226 | 225 |   1
32411 | 224 | 223 |   1
32413 | 205 | 204 |   1
32414 | 200 | 199 |   1
32418 | 242 | 241 |   1
32419 | 249 | 248 |   1
32420 | 253 | 252 |   1
32423 | 255 | 254 |   1
32424 | 255 | 254 |   1
32454 | 255 | 254 |   1
32455 | 255 | 254 |   1
32456 | 255 | 254 |   1
32457 | 255 | 254 |   1
32458 | 255 | 254 |   1
32459 | 255 | 254 |   1
32460 | 255 | 254 |   1
32461 | 255 | 254 |   1
32462 | 255 | 254 |   1
32463 | 255 | 254 |   1
32464 | 255 | 254 |   1
32466 | 250 | 249 |   1
32468 | 221 | 220 |   1
32469 | 198 | 197 |   1
32472 | 180 | 179 |   1
32473 | 180 | 179 |   1
32474 | 180 | 179 |   1
32475 | 180 | 179 |   1
32598 | 180 | 179 |   1
32600 | 180 | 179 |   1
32601 | 185 | 184 |   1
32602 | 198 | 197 |   1
32603 | 215 | 214 |   1
32606 | 247 | 246 |   1
32607 | 251 | 250 |   1
32608 | 253 | 252 |   1
32610 | 255 | 254 |   1
32611 | 255 | 254 |   1
32612 | 255 | 254 |   1
32613 | 255 | 254 |   1
32618 | 255 | 254 |   1
32623 | 253 | 252 |   1
32627 | 229 | 228 |   1
32628 | 226 | 225 |   1
32629 | 226 | 225 |   1
32728 | 225 | 224 |   1
32729 | 219 | 218 |   1
32731 | 200 | 199 |   1
32732 | 204 | 203 |   1
32736 | 247 | 246 |   1
32738 | 254 | 253 |   1
32742 | 255 | 254 |   1
32778 | 255 | 254 |   1
32782 | 254 | 253 |   1
32786 | 198 | 196 |   2
32787 | 184 | 183 |   1
32788 | 180 | 179 |   1
32789 | 180 | 179 |   1
32791 | 180 | 179 |   1
32792 | 180 | 179 |   1
32916 | 180 | 179 |   1
32918 | 179 | 178 |   1
32919 | 180 | 179 |   1
32920 | 185 | 184 |   1
32923 | 230 | 229 |   1
32928 | 255 | 254 |   1
32929 | 255 | 254 |   1
32930 | 255 | 254 |   1
32931 | 255 | 254 |   1
32932 | 255 | 254 |   1
32936 | 255 | 254 |   1
32941 | 254 | 253 |   1
32943 | 248 | 247 |   1
32944 | 241 | 240 |   1
32945 | 233 | 232 |   1
32946 | 228 | 227 |   1
33044 | 226 | 225 |   1
33048 | 201 | 200 |   1
33049 | 203 | 202 |   1
33052 | 238 | 237 |   1
33057 | 255 | 254 |   1
33058 | 255 | 254 |   1
33059 | 255 | 254 |   1
33060 | 255 | 254 |   1
33091 | 255 | 254 |   1
33092 | 255 | 254 |   1
33093 | 255 | 254 |   1
33095 | 255 | 254 |   1
33096 | 255 | 254 |   1
33097 | 254 | 253 |   1
33098 | 254 | 253 |   1
33103 | 197 | 196 |   1
33104 | 183 | 182 |   1
33107 | 180 | 179 |   1
33234 | 180 | 179 |   1
33236 | 179 | 178 |   1
33239 | 186 | 185 |   1
33240 | 198 | 197 |   1
33249 | 255 | 254 |   1
33250 | 255 | 254 |   1
33254 | 255 | 254 |   1
33262 | 247 | 246 |   1
33264 | 232 | 231 |   1
33265 | 228 | 227 |   1
33267 | 226 | 225 |   1
33364 | 210 | 209 |   1
33365 | 201 | 200 |   1
33366 | 202 | 201 |   1
33367 | 212 | 211 |   1
33369 | 236 | 235 |   1
33372 | 253 | 252 |   1
33374 | 255 | 254 |   1
33408 | 255 | 254 |   1
33409 | 255 | 254 |   1
33410 | 255 | 254 |   1
33411 | 255 | 254 |   1
33412 | 255 | 254 |   1
33413 | 255 | 254 |   1
33416 | 254 | 253 |   1
33418 | 241 | 242 |   1
33420 | 199 | 198 |   1
33421 | 184 | 183 |   1
33424 | 180 | 179 |   1
33425 | 180 | 179 |   1
33552 | 180 | 179 |   1
33557 | 181 | 180 |   1
33558 | 186 | 185 |   1
33560 | 214 | 213 |   1
33563 | 247 | 246 |   1
33564 | 251 | 250 |   1
33568 | 255 | 254 |   1
33571 | 255 | 254 |   1
33572 | 255 | 254 |   1
33578 | 254 | 253 |   1
33580 | 251 | 250 |   1
33582 | 239 | 238 |   1
33583 | 232 | 231 |   1
33584 | 228 | 227 |   1
33585 | 226 | 225 |   1
33681 | 210 | 209 |   1
33682 | 201 | 200 |   1
33683 | 201 | 200 |   1
33686 | 235 | 234 |   1
33688 | 249 | 248 |   1
33689 | 252 | 251 |   1
33690 | 254 | 253 |   1
33691 | 255 | 254 |   1
33726 | 255 | 254 |   1
33732 | 254 | 253 |   1
33733 | 254 | 253 |   1
33734 | 253 | 252 |   1
33737 | 200 | 199 |   1
33738 | 185 | 184 |   1
33740 | 180 | 179 |   1
33741 | 180 | 179 |   1
33742 | 180 | 179 |   1
33743 | 180 | 179 |   1
33870 | 180 | 179 |   1
33871 | 180 | 179 |   1
33872 | 180 | 179 |   1
33875 | 180 | 179 |   1
33876 | 181 | 180 |   1
33877 | 186 | 185 |   1
33878 | 198 | 197 |   1
33879 | 215 | 214 |   1
33880 | 230 | 229 |   1
33886 | 255 | 254 |   1
33887 | 255 | 254 |   1
33888 | 255 | 254 |   1
33889 | 255 | 254 |   1
33897 | 254 | 253 |   1
33899 | 251 | 250 |   1
33900 | 246 | 245 |   1
33901 | 239 | 238 |   1
33902 | 232 | 231 |   1
33904 | 226 | 225 |   1
33905 | 226 | 225 |   1
33906 | 226 | 225 |   1
33907 | 226 | 225 |   1
33908 | 226 | 225 |   1
33993 | 226 | 225 |   1
33994 | 226 | 225 |   1
33995 | 226 | 225 |   1
33998 | 210 | 209 |   1
33999 | 201 | 200 |   1
34000 | 201 | 200 |   1
34002 | 222 | 221 |   1
34003 | 234 | 233 |   1
34004 | 243 | 242 |   1
34005 | 249 | 248 |   1
34007 | 254 | 253 |   1
34009 | 255 | 254 |   1
34044 | 255 | 254 |   1
34049 | 254 | 253 |   1
34050 | 254 | 253 |   1
34054 | 202 | 201 |   1
34055 | 185 | 184 |   1
34191 | 180 | 179 |   1
34192 | 180 | 179 |   1
34193 | 180 | 179 |   1
34194 | 180 | 179 |   1
34195 | 181 | 180 |   1
34196 | 186 | 185 |   1
34200 | 242 | 241 |   1
34202 | 252 | 251 |   1
34203 | 254 | 253 |   1
34210 | 255 | 254 |   1
34211 | 255 | 254 |   1
34212 | 255 | 254 |   1
34213 | 255 | 254 |   1
34214 | 255 | 254 |   1
34215 | 255 | 254 |   1
34221 | 232 | 231 |   1
34222 | 227 | 226 |   1
34225 | 226 | 225 |   1
34226 | 226 | 225 |   1
34311 | 226 | 225 |   1
34312 | 226 | 225 |   1
34313 | 224 | 223 |   1
34315 | 209 | 208 |   1
34316 | 200 | 199 |   1
34317 | 201 | 200 |   1
34318 | 210 | 209 |   1
34319 | 222 | 221 |   1
34324 | 254 | 253 |   1
34325 | 255 | 254 |   1
34326 | 255 | 254 |   1
34327 | 255 | 254 |   1
34362 | 255 | 254 |   1
34365 | 254 | 253 |   1
34366 | 254 | 253 |   1
34367 | 254 | 253 |   1
34368 | 253 | 252 |   1
34371 | 205 | 204 |   1
34372 | 187 | 185 |   2
34374 | 180 | 179 |   1
34511 | 180 | 179 |   1
34512 | 180 | 179 |   1
34513 | 180 | 179 |   1
34514 | 181 | 180 |   1
34515 | 187 | 186 |   1
34516 | 202 | 201 |   1
34522 | 254 | 253 |   1
34528 | 255 | 254 |   1
34531 | 255 | 254 |   1
34532 | 255 | 254 |   1
34533 | 255 | 254 |   1
34534 | 255 | 254 |   1
34535 | 254 | 253 |   1
34536 | 253 | 252 |   1
34541 | 227 | 226 |   1
34543 | 226 | 225 |   1
34544 | 226 | 225 |   1
34629 | 226 | 225 |   1
34632 | 207 | 206 |   1
34633 | 200 | 199 |   1
34634 | 202 | 201 |   1
34637 | 234 | 233 |   1
34638 | 243 | 242 |   1
34640 | 252 | 251 |   1
34643 | 255 | 254 |   1
34644 | 255 | 254 |   1
34645 | 255 | 254 |   1
34680 | 255 | 254 |   1
34685 | 253 | 252 |   1
34687 | 234 | 235 |   1
34688 | 210 | 209 |   1
34689 | 189 | 188 |   1
34692 | 180 | 179 |   1
34829 | 180 | 179 |   1
34830 | 180 | 179 |   1
34831 | 180 | 179 |   1
34832 | 180 | 179 |   1
34834 | 190 | 189 |   1
34836 | 223 | 222 |   1
34839 | 250 | 249 |   1
34840 | 253 | 252 |   1
34841 | 254 | 253 |   1
34845 | 255 | 254 |   1
34846 | 255 | 254 |   1
34851 | 255 | 254 |   1
34852 | 255 | 254 |   1
34855 | 253 | 252 |   1
34858 | 239 | 238 |   1
34859 | 232 | 231 |   1
34861 | 226 | 225 |   1
34863 | 226 | 225 |   1
34867 | 226 | 225 |   1
34868 | 226 | 225 |   1
34869 | 226 | 225 |   1
34941 | 226 | 225 |   1
34942 | 226 | 225 |   1
34943 | 226 | 225 |   1
34944 | 226 | 225 |   1
34945 | 226 | 225 |   1
34950 | 200 | 199 |   1
34951 | 203 | 202 |   1
34952 | 213 | 212 |   1
34956 | 249 | 248 |   1
34957 | 252 | 251 |   1
34958 | 254 | 253 |   1
34961 | 255 | 254 |   1
34999 | 254 | 253 |   1
35000 | 253 | 252 |   1
35001 | 253 | 252 |   1
35004 | 239 | 240 |   1
35006 | 192 | 191 |   1
35007 | 182 | 181 |   1
35008 | 180 | 179 |   1
35010 | 180 | 179 |   1
35147 | 180 | 179 |   1
35148 | 180 | 179 |   1
35149 | 180 | 179 |   1
35150 | 180 | 179 |   1
35151 | 180 | 179 |   1
35152 | 183 | 182 |   1
35153 | 193 | 192 |   1
35157 | 246 | 245 |   1
35158 | 251 | 250 |   1
35160 | 254 | 253 |   1
35163 | 255 | 254 |   1
35169 | 255 | 254 |   1
35170 | 255 | 254 |   1
35171 | 255 | 254 |   1
35173 | 254 | 253 |   1
35177 | 240 | 239 |   1
35178 | 233 | 232 |   1
35179 | 228 | 227 |   1
35180 | 225 | 224 |   1
35182 | 226 | 225 |   1
35187 | 226 | 225 |   1
35259 | 226 | 225 |   1
35260 | 226 | 225 |   1
35261 | 226 | 225 |   1
35262 | 226 | 225 |   1
35266 | 203 | 202 |   1
35267 | 201 | 200 |   1
35275 | 254 | 253 |   1
35276 | 255 | 254 |   1
35277 | 255 | 254 |   1
35278 | 255 | 254 |   1
35279 | 255 | 254 |   1
35316 | 255 | 254 |   1
35317 | 254 | 253 |   1
35319 | 253 | 252 |   1
35320 | 251 | 250 |   1
35323 | 197 | 196 |   1
35324 | 182 | 181 |   1
35466 | 180 | 179 |   1
35467 | 180 | 179 |   1
35468 | 180 | 179 |   1
35469 | 180 | 179 |   1
35472 | 196 | 195 |   1
35476 | 248 | 247 |   1
35477 | 252 | 251 |   1
35478 | 254 | 253 |   1
35479 | 254 | 253 |   1
35481 | 255 | 254 |   1
35482 | 255 | 254 |   1
35490 | 255 | 254 |   1
35491 | 254 | 253 |   1
35492 | 253 | 252 |   1
35493 | 253 | 252 |   1
35495 | 247 | 246 |   1
35496 | 241 | 240 |   1
35499 | 225 | 224 |   1
35501 | 225 | 224 |   1
35503 | 226 | 225 |   1
35504 | 226 | 225 |   1
35577 | 226 | 225 |   1
35579 | 226 | 225 |   1
35582 | 208 | 207 |   1
35583 | 201 | 200 |   1
35584 | 201 | 200 |   1
35585 | 208 | 207 |   1
35587 | 229 | 228 |   1
35589 | 245 | 244 |   1
35590 | 250 | 249 |   1
35592 | 254 | 253 |   1
35594 | 255 | 254 |   1
35634 | 255 | 254 |   1
35637 | 253 | 252 |   1
35640 | 203 | 202 |   1
35641 | 185 | 184 |   1
35642 | 179 | 178 |   1
35643 | 179 | 178 |   1
35788 | 180 | 179 |   1
35790 | 186 | 185 |   1
35797 | 254 | 253 |   1
35798 | 254 | 253 |   1
35800 | 255 | 254 |   1
35808 | 255 | 254 |   1
35810 | 254 | 253 |   1
35811 | 254 | 253 |   1
35817 | 230 | 229 |   1
35818 | 225 | 224 |   1
35819 | 224 | 223 |   1
35820 | 225 | 224 |   1
35821 | 226 | 225 |   1
35895 | 226 | 225 |   1
35896 | 225 | 224 |   1
35899 | 204 | 203 |   1
35900 | 200 | 199 |   1
35901 | 203 | 202 |   1
35902 | 211 | 210 |   1
35903 | 222 | 221 |   1
35904 | 232 | 231 |   1
35908 | 253 | 252 |   1
35912 | 255 | 254 |   1
35942 | 255 | 254 |   1
35943 | 255 | 254 |   1
35944 | 255 | 254 |   1
35945 | 255 | 254 |   1
35946 | 255 | 254 |   1
35952 | 255 | 254 |   1
35953 | 254 | 253 |   1
35957 | 212 | 211 |   1
35958 | 189 | 187 |   2
35959 | 180 | 179 |   1
35960 | 179 | 178 |   1
35961 | 179 | 178 |   1
36106 | 180 | 179 |   1
36108 | 181 | 180 |   1
36109 | 189 | 188 |   1
36112 | 235 | 234 |   1
36115 | 253 | 252 |   1
36118 | 255 | 254 |   1
36126 | 255 | 254 |   1
36127 | 255 | 254 |   1
36131 | 254 | 253 |   1
36133 | 250 | 249 |   1
36136 | 232 | 231 |   1
36137 | 227 | 226 |   1
36139 | 224 | 223 |   1
36140 | 225 | 224 |   1
36141 | 226 | 225 |   1
36142 | 226 | 225 |   1
36143 | 226 | 225 |   1
36144 | 226 | 225 |   1
36146 | 226 | 225 |   1
36147 | 226 | 225 |   1
36148 | 226 | 225 |   1
36205 | 226 | 225 |   1
36206 | 226 | 225 |   1
36210 | 226 | 225 |   1
36211 | 226 | 225 |   1
36215 | 208 | 207 |   1
36216 | 201 | 200 |   1
36217 | 200 | 199 |   1
36218 | 206 | 205 |   1
36219 | 216 | 215 |   1
36220 | 226 | 225 |   1
36221 | 235 | 234 |   1
36224 | 251 | 250 |   1
36227 | 255 | 254 |   1
36228 | 255 | 254 |   1
36229 | 255 | 254 |   1
36230 | 255 | 254 |   1
36260 | 255 | 254 |   1
36261 | 255 | 254 |   1
36262 | 255 | 254 |   1
36263 | 255 | 254 |   1
36264 | 255 | 254 |   1
36270 | 255 | 254 |   1
36272 | 252 | 251 |   1
36275 | 195 | 194 |   1
36276 | 182 | 181 |   1
36279 | 180 | 179 |   1
36280 | 180 | 179 |   1
36281 | 180 | 179 |   1
36282 | 180 | 179 |   1
36424 | 180 | 179 |   1
36428 | 193 | 192 |   1
36430 | 226 | 225 |   1
36432 | 247 | 246 |   1
36436 | 255 | 254 |   1
36445 | 255 | 254 |   1
36446 | 255 | 254 |   1
36447 | 255 | 254 |   1
36448 | 255 | 254 |   1
36450 | 254 | 253 |   1
36451 | 253 | 252 |   1
36452 | 251 | 250 |   1
36453 | 247 | 246 |   1
36456 | 229 | 228 |   1
36457 | 224 | 223 |   1
36458 | 223 | 222 |   1
36459 | 224 | 223 |   1
36462 | 226 | 225 |   1
36464 | 226 | 225 |   1
36465 | 226 | 225 |   1
36466 | 226 | 225 |   1
36523 | 226 | 225 |   1
36524 | 226 | 225 |   1
36530 | 217 | 218 |   1
36532 | 203 | 202 |   1
36533 | 200 | 199 |   1
36534 | 203 | 202 |   1
36535 | 211 | 210 |   1
36536 | 221 | 220 |   1
36540 | 249 | 248 |   1
36541 | 252 | 251 |   1
36544 | 255 | 254 |   1
36545 | 255 | 254 |   1
36546 | 255 | 254 |   1
36547 | 255 | 254 |   1
36548 | 255 | 254 |   1
36578 | 255 | 254 |   1
36579 | 255 | 254 |   1
36580 | 255 | 254 |   1
36581 | 255 | 254 |   1
36582 | 255 | 254 |   1
36588 | 255 | 254 |   1
36589 | 253 | 252 |   1
36592 | 204 | 202 |   2
36593 | 185 | 183 |   2
36742 | 180 | 179 |   1
36743 | 180 | 179 |   1
36745 | 180 | 179 |   1
36746 | 185 | 184 |   1
36747 | 199 | 198 |   1
36751 | 249 | 248 |   1
36752 | 253 | 252 |   1
36754 | 255 | 254 |   1
36767 | 255 | 254 |   1
36768 | 255 | 254 |   1
36772 | 249 | 248 |   1
36776 | 226 | 225 |   1
36777 | 223 | 222 |   1
36782 | 226 | 225 |   1
36783 | 226 | 225 |   1
36784 | 226 | 225 |   1
36839 | 226 | 225 |   1
36840 | 226 | 225 |   1
36843 | 226 | 225 |   1
36848 | 205 | 204 |   1
36849 | 202 | 200 |   2
36850 | 202 | 201 |   1
36851 | 207 | 206 |   1
36852 | 216 | 215 |   1
36853 | 226 | 225 |   1
36854 | 235 | 234 |   1
36855 | 242 | 241 |   1
36856 | 247 | 246 |   1
36859 | 254 | 253 |   1
36861 | 255 | 254 |   1
36904 | 255 | 254 |   1
36905 | 255 | 254 |   1
36910 | 190 | 189 |   1
37061 | 180 | 179 |   1
37062 | 180 | 179 |   1
37064 | 181 | 180 |   1
37068 | 236 | 235 |   1
37071 | 254 | 253 |   1
37072 | 255 | 254 |   1
37086 | 255 | 254 |   1
37087 | 255 | 254 |   1
37089 | 254 | 253 |   1
37090 | 253 | 252 |   1
37092 | 247 | 246 |   1
37095 | 229 | 228 |   1
37096 | 225 | 224 |   1
37097 | 223 | 222 |   1
37099 | 223 | 222 |   1
37102 | 226 | 225 |   1
37157 | 226 | 225 |   1
37158 | 226 | 225 |   1
37159 | 226 | 225 |   1
37160 | 225 | 224 |   1
37163 | 212 | 211 |   1
37164 | 206 | 205 |   1
37165 | 202 | 201 |   1
37166 | 202 | 201 |   1
37168 | 215 | 214 |   1
37169 | 223 | 222 |   1
37171 | 239 | 238 |   1
37172 | 245 | 244 |   1
37174 | 252 | 251 |   1
37176 | 254 | 253 |   1
37178 | 255 | 254 |   1
37179 | 255 | 254 |   1
37215 | 255 | 254 |   1
37216 | 255 | 254 |   1
37217 | 255 | 254 |   1
37219 | 255 | 254 |   1
37220 | 255 | 254 |   1
37221 | 255 | 254 |   1
37227 | 200 | 198 |   2
37378 | 180 | 179 |   1
37379 | 180 | 179 |   1
37380 | 180 | 179 |   1
37381 | 180 | 179 |   1
37382 | 180 | 179 |   1
37383 | 184 | 183 |   1
37386 | 229 | 228 |   1
37389 | 253 | 252 |   1
37390 | 255 | 254 |   1
37391 | 255 | 254 |   1
37392 | 255 | 254 |   1
37393 | 255 | 254 |   1
37404 | 255 | 254 |   1
37405 | 255 | 254 |   1
37406 | 255 | 254 |   1
37409 | 254 | 253 |   1
37410 | 252 | 251 |   1
37415 | 229 | 228 |   1
37416 | 225 | 224 |   1
37417 | 222 | 221 |   1
37418 | 222 | 221 |   1
37419 | 223 | 222 |   1
37421 | 225 | 224 |   1
37423 | 226 | 225 |   1
37424 | 226 | 225 |   1
37425 | 226 | 225 |   1
37426 | 226 | 225 |   1
37427 | 226 | 225 |   1
37428 | 226 | 225 |   1
37429 | 226 | 225 |   1
37430 | 226 | 225 |   1
37431 | 226 | 225 |   1
37432 | 226 | 225 |   1
37433 | 226 | 225 |   1
37466 | 226 | 225 |   1
37467 | 226 | 225 |   1
37468 | 226 | 225 |   1
37469 | 226 | 225 |   1
37473 | 226 | 225 |   1
37476 | 224 | 223 |   1
37478 | 215 | 216 |   1
37479 | 211 | 210 |   1
37480 | 206 | 205 |   1
37481 | 203 | 201 |   2
37482 | 203 | 202 |   1
37483 | 207 | 206 |   1
37484 | 214 | 213 |   1
37485 | 223 | 222 |   1
37486 | 231 | 230 |   1
37489 | 248 | 247 |   1
37490 | 251 | 250 |   1
37491 | 253 | 252 |   1
37495 | 255 | 254 |   1
37496 | 255 | 254 |   1
37497 | 255 | 254 |   1
37532 | 255 | 254 |   1
37533 | 255 | 254 |   1
37534 | 255 | 254 |   1
37535 | 255 | 254 |   1
37536 | 255 | 254 |   1
37537 | 255 | 254 |   1
37540 | 254 | 253 |   1
37544 | 212 | 211 |   1
37545 | 189 | 188 |   1
37546 | 180 | 179 |   1
37549 | 180 | 179 |   1
37696 | 180 | 179 |   1
37697 | 180 | 179 |   1
37698 | 180 | 179 |   1
37699 | 180 | 179 |   1
37700 | 180 | 179 |   1
37702 | 188 | 187 |   1
37704 | 221 | 220 |   1
37707 | 251 | 250 |   1
37708 | 254 | 253 |   1
37709 | 255 | 254 |   1
37710 | 255 | 254 |   1
37711 | 255 | 254 |   1
37724 | 255 | 254 |   1
37725 | 255 | 254 |   1
37726 | 255 | 254 |   1
37727 | 255 | 254 |   1
37728 | 254 | 253 |   1
37729 | 253 | 252 |   1
37735 | 229 | 228 |   1
37737 | 222 | 221 |   1
37738 | 221 | 220 |   1
37748 | 226 | 225 |   1
37749 | 226 | 225 |   1
37750 | 226 | 225 |   1
37751 | 226 | 225 |   1
37752 | 226 | 225 |   1
37753 | 226 | 225 |   1
37754 | 226 | 225 |   1
37785 | 226 | 225 |   1
37786 | 226 | 225 |   1
37788 | 226 | 225 |   1
37790 | 226 | 225 |   1
37792 | 222 | 221 |   1
37796 | 204 | 203 |   1
37797 | 203 | 201 |   2
37798 | 204 | 203 |   1
37799 | 208 | 207 |   1
37800 | 215 | 214 |   1
37801 | 223 | 222 |   1
37803 | 237 | 236 |   1
37804 | 243 | 242 |   1
37810 | 255 | 254 |   1
37811 | 255 | 254 |   1
37812 | 255 | 254 |   1
37813 | 255 | 254 |   1
37850 | 255 | 254 |   1
37854 | 255 | 254 |   1
37855 | 255 | 254 |   1
37857 | 254 | 253 |   1
37859 | 253 | 252 |   1
37862 | 198 | 197 |   1
37867 | 180 | 179 |   1
38020 | 183 | 182 |   1
38021 | 195 | 194 |   1
38023 | 227 | 226 |   1
38024 | 239 | 238 |   1
38029 | 255 | 254 |   1
38045 | 255 | 254 |   1
38047 | 254 | 253 |   1
38049 | 253 | 252 |   1
38051 | 249 | 248 |   1
38054 | 235 | 234 |   1
38055 | 229 | 228 |   1
38056 | 225 | 224 |   1
38057 | 222 | 221 |   1
38058 | 220 | 219 |   1
38060 | 221 | 220 |   1
38061 | 222 | 221 |   1
38065 | 226 | 225 |   1
38066 | 226 | 225 |   1
38067 | 226 | 225 |   1
38068 | 226 | 225 |   1
38072 | 226 | 225 |   1
38110 | 210 | 209 |   1
38111 | 206 | 205 |   1
38112 | 204 | 202 |   2
38113 | 203 | 202 |   1
38114 | 205 | 204 |   1
38115 | 210 | 209 |   1
38119 | 238 | 237 |   1
38120 | 243 | 242 |   1
38121 | 247 | 246 |   1
38125 | 254 | 253 |   1
38128 | 255 | 254 |   1
38168 | 255 | 254 |   1
38174 | 254 | 253 |   1
38176 | 253 | 252 |   1
38178 | 239 | 240 |   1
38180 | 188 | 187 |   1
38181 | 180 | 179 |   1
38183 | 180 | 179 |   1
38184 | 180 | 179 |   1
38185 | 180 | 179 |   1
